business_id,month,future_60d_dpd30_flag,future_60d_negative_cashflow_flag,future_60d_collection_delay_spike_flag,future_60d_cash_stress_observed
B00226,2025-07,0,1,0,1
B00226,2025-06,0,1,0,1
B00226,2025-05,0,1,0,1
B00226,2025-04,0,1,0,1
B00226,2025-03,0,1,0,1
B00226,2025-02,0,1,0,1
B00226,2025-01,0,1,0,1
B00226,2024-12,0,1,0,1
B00226,2024-11,0,1,0,1
B00226,2024-10,0,1,0,1
B00226,2024-09,0,1,0,1
B00226,2024-08,0,1,0,1
B00226,2024-07,0,1,0,1
B00226,2024-06,0,1,0,1
B00226,2024-05,0,1,0,1
B00226,2024-04,0,1,0,1
B00226,2024-03,0,1,0,1
B00226,2024-02,0,1,0,1
B00226,2024-01,0,1,1,0
B00257,2025-12,,,,
B00257,2025-11,,,,
B00257,2025-10,0,1,0,1
B00257,2025-09,0,1,1,1
B00257,2025-08,0,1,0,1
B00257,2025-07,0,1,1,1
B00257,2025-06,0,1,0,1
B00257,2025-05,0,1,0,1
B00257,2025-04,0,1,0,1
B00257,2025-03,0,1,0,1
B00257,2025-02,0,1,0,1
B00257,2025-01,0,1,1,1
B00257,2024-12,0,1,0,1
B00257,2024-11,0,1,0,1
B00257,2024-10,0,1,0,1
B00257,2024-09,0,1,0,1
B00257,2024-08,0,1,0,1
B00257,2024-07,0,1,0,1
B00257,2024-06,0,1,0,1
B00257,2024-05,0,1,0,1
B00257,2024-04,0,1,0,1
B00257,2024-03,1,1,0,1
B00257,2024-02,1,1,0,1
B00257,2024-01,0,1,1,1
B00289,2025-12,,,,
B00289,2025-11,,,,
B00289,2025-10,0,1,1,1
B00289,2025-09,0,1,0,1
B00289,2025-08,0,1,0,1
B00289,2025-07,0,1,0,1
B00289,2025-06,0,1,0,1
B00289,2025-05,0,1,0,1
B00289,2025-04,0,1,0,1
B00289,2025-03,0,1,0,1
B00289,2025-02,0,1,0,1
B00289,2025-01,0,1,0,1
B00289,2024-12,0,1,0,1
B00289,2024-11,0,1,0,1
B00289,2024-10,0,1,0,1
B00289,2024-09,0,1,0,1
B00289,2024-08,0,1,0,1
B00289,2024-07,0,1,0,0
B00289,2024-06,0,1,0,1
B00289,2024-05,0,1,0,0
B00289,2024-04,0,1,0,1
B00289,2024-03,0,1,0,0
B00289,2024-02,0,1,0,0
B00289,2024-01,0,1,0,0
B00311,2025-12,,,,
B00311,2025-11,,,,
B00311,2025-10,0,1,0,1
B00311,2025-09,0,1,1,1
B00311,2025-08,0,1,1,1
B00311,2025-07,0,1,0,1
B00311,2025-06,0,1,0,1
B00311,2025-05,0,1,0,1
B00311,2025-04,0,1,0,1
B00311,2025-03,0,1,0,1
B00311,2025-02,0,1,1,1
B00311,2025-01,0,1,0,1
B00311,2024-12,0,1,0,1
B00311,2024-11,0,1,0,1
B00311,2024-10,0,1,0,1
B00311,2024-09,0,1,0,1
B00311,2024-08,0,1,0,1
B00311,2024-07,0,1,0,1
B00311,2024-06,0,1,0,1
B00311,2024-05,1,1,0,1
B00311,2024-04,1,1,1,1
B00311,2024-03,0,1,0,1
B00311,2024-02,0,1,0,1
B00311,2024-01,0,1,0,1
B00324,2025-12,,,,
B00324,2025-11,,,,
B00324,2025-10,0,1,0,1
B00324,2025-09,0,1,0,1
B00324,2025-08,0,1,0,1
B00324,2025-07,0,1,0,1
B00324,2025-06,0,1,0,1
B00324,2025-05,0,1,0,1
B00324,2025-04,0,1,0,1
B00324,2025-03,0,1,0,1
B00324,2025-02,0,1,0,1
B00324,2025-01,0,1,0,1
B00324,2024-12,0,1,0,1
B00324,2024-11,0,1,0,1
B00324,2024-10,0,1,0,1
B00324,2024-09,1,1,0,1
B00324,2024-08,1,1,0,1
B00324,2024-07,0,1,0,1
B00324,2024-06,0,1,1,1
B00324,2024-05,0,1,0,1
B00324,2024-04,0,1,0,1
B00324,2024-03,0,1,0,1
B00324,2024-02,0,1,0,1
B00324,2024-01,0,1,0,1
B00332,2025-12,,,,
B00332,2025-11,,,,
B00332,2025-10,0,1,0,1
B00332,2025-09,0,1,0,1
B00332,2025-08,0,1,0,1
B00332,2025-07,0,1,0,1
B00332,2025-06,0,1,0,1
B00332,2025-05,0,1,0,1
B00332,2025-04,0,1,1,1
B00332,2025-03,0,1,0,1
B00332,2025-02,0,1,0,1
B00332,2025-01,0,1,0,1
B00332,2024-12,0,1,1,1
B00332,2024-11,0,1,1,1
B00332,2024-10,0,1,0,1
B00332,2024-09,0,1,0,1
B00332,2024-08,0,1,1,1
B00332,2024-07,0,1,0,1
B00332,2024-06,0,1,0,1
B00332,2024-05,0,1,1,1
B00332,2024-04,0,1,0,1
B00332,2024-03,0,1,0,1
B00332,2024-02,0,1,1,1
B00332,2024-01,0,1,0,0
B00336,2025-12,,,,
B00336,2025-11,,,,
B00336,2025-10,0,1,1,1
B00336,2025-09,0,1,1,1
B00336,2025-08,0,1,0,1
B00336,2025-07,0,1,0,1
B00336,2025-06,0,1,0,1
B00336,2025-05,0,1,0,1
B00336,2025-04,0,1,0,1
B00336,2025-03,0,1,0,1
B00336,2025-02,0,1,0,1
B00336,2025-01,0,1,0,1
B00336,2024-12,0,1,1,1
B00336,2024-11,0,1,0,1
B00336,2024-10,0,1,0,1
B00336,2024-09,0,1,0,1
B00336,2024-08,0,1,0,1
B00336,2024-07,0,1,0,1
B00336,2024-06,0,1,0,1
B00336,2024-05,0,1,0,1
B00336,2024-04,0,1,1,1
B00336,2024-03,0,1,0,1
B00336,2024-02,0,1,0,1
B00336,2024-01,0,1,0,1
B00341,2025-12,,,,
B00341,2025-11,,,,
B00341,2025-10,0,1,0,1
B00341,2025-09,0,1,0,1
B00341,2025-08,0,1,0,1
B00341,2025-07,0,1,0,1
B00341,2025-06,0,1,0,1
B00341,2025-05,0,1,0,1
B00341,2025-04,0,1,0,1
B00341,2025-03,0,1,0,1
B00341,2025-02,0,1,0,1
B00341,2025-01,0,1,0,1
B00341,2024-12,0,1,0,1
B00341,2024-11,0,1,0,1
B00341,2024-10,0,1,0,1
B00341,2024-09,0,1,0,1
B00341,2024-08,0,1,0,1
B00341,2024-07,0,1,0,1
B00341,2024-06,0,1,0,1
B00341,2024-05,0,1,0,1
B00341,2024-04,0,1,0,1
B00341,2024-03,0,1,0,1
B00341,2024-02,0,1,0,1
B00341,2024-01,0,1,0,1
B00362,2025-12,,,,
B00362,2025-11,,,,
B00362,2025-10,0,1,0,1
B00362,2025-09,0,1,0,1
B00362,2025-08,0,1,0,1
B00362,2025-07,0,1,0,1
B00362,2025-06,0,1,0,1
B00362,2025-05,0,1,0,1
B00362,2025-04,0,1,1,1
B00362,2025-03,0,1,0,1
B00362,2025-02,0,1,0,1
B00362,2025-01,0,1,0,1
B00362,2024-12,0,1,0,1
B00362,2024-11,0,1,0,1
B00362,2024-10,0,1,0,1
B00362,2024-09,0,1,0,1
B00362,2024-08,0,1,1,1
B00362,2024-07,0,1,1,1
B00362,2024-06,0,1,0,1
B00362,2024-05,0,1,0,1
B00362,2024-04,0,1,0,1
B00362,2024-03,0,1,0,1
B00362,2024-02,0,1,0,1
B00362,2024-01,0,1,0,0
B00380,2025-12,,,,
B00380,2025-11,,,,
B00380,2025-10,0,1,0,1
B00380,2025-09,0,1,1,1
B00380,2025-08,0,1,0,1
B00380,2025-07,0,1,0,1
B00380,2025-06,0,1,0,1
B00380,2025-05,0,1,0,1
B00380,2025-04,0,1,1,1
B00380,2025-03,0,1,0,1
B00380,2025-02,0,1,0,1
B00380,2025-01,0,1,0,1
B00380,2024-12,0,1,0,1
B00380,2024-11,0,1,0,1
B00380,2024-10,0,1,0,1
B00380,2024-09,0,1,0,1
B00380,2024-08,0,1,0,1
B00380,2024-07,0,1,1,1
B00380,2024-06,0,1,0,1
B00380,2024-05,0,1,0,1
B00380,2024-04,0,1,1,1
B00380,2024-03,0,1,0,1
B00380,2024-02,0,1,0,1
B00380,2024-01,0,1,1,1
B00381,2025-12,,,,
B00381,2025-11,,,,
B00381,2025-10,0,1,0,1
B00381,2025-09,0,1,0,1
B00381,2025-08,0,1,0,1
B00381,2025-07,0,1,0,1
B00381,2025-06,1,1,0,1
B00381,2025-05,1,1,0,1
B00381,2025-04,0,1,0,1
B00381,2025-03,0,1,0,1
B00381,2025-02,1,1,0,1
B00381,2025-01,1,1,0,1
B00381,2024-12,0,1,0,1
B00381,2024-11,0,1,0,1
B00381,2024-10,0,1,0,1
B00381,2024-09,0,1,0,1
B00381,2024-08,0,1,0,1
B00381,2024-07,0,1,0,1
B00381,2024-06,0,1,1,1
B00381,2024-05,0,1,0,1
B00381,2024-04,0,1,0,1
B00381,2024-03,0,1,1,1
B00381,2024-02,0,1,0,1
B00381,2024-01,0,1,0,1
B00397,2025-12,,,,
B00397,2025-11,,,,
B00397,2025-10,0,1,0,1
B00397,2025-09,0,1,0,1
B00397,2025-08,0,1,1,1
B00397,2025-07,0,1,0,1
B00397,2025-06,0,1,0,1
B00397,2025-05,0,1,0,1
B00397,2025-04,0,1,0,1
B00397,2025-03,0,1,0,1
B00397,2025-02,0,1,0,1
B00397,2025-01,0,1,0,1
B00397,2024-12,0,1,0,1
B00397,2024-11,0,1,0,1
B00397,2024-10,0,1,0,1
B00397,2024-09,0,1,0,1
B00397,2024-08,0,1,0,1
B00397,2024-07,0,1,0,1
B00397,2024-06,0,1,0,1
B00397,2024-05,0,1,1,1
B00397,2024-04,0,1,0,1
B00397,2024-03,0,1,0,1
B00397,2024-02,0,1,0,1
B00397,2024-01,0,1,0,1
B00400,2025-12,,,,
B00400,2025-11,,,,
B00400,2025-10,0,1,0,1
B00400,2025-09,0,1,0,1
B00400,2025-08,0,1,0,1
B00400,2025-07,0,1,0,1
B00400,2025-06,0,1,0,1
B00400,2025-05,0,1,0,1
B00400,2025-04,0,1,0,1
B00400,2025-03,0,1,0,1
B00400,2025-02,0,1,0,1
B00400,2025-01,0,1,0,1
B00400,2024-12,0,1,0,1
B00400,2024-11,0,1,0,1
B00400,2024-10,0,1,0,1
B00400,2024-09,0,1,0,1
B00400,2024-08,0,1,0,1
B00400,2024-07,0,1,0,1
B00400,2024-06,0,1,0,1
B00400,2024-05,0,1,0,1
B00400,2024-04,0,1,0,1
B00400,2024-03,0,1,0,1
B00400,2024-02,0,1,0,0
B00400,2024-01,0,1,0,1
B00413,2025-12,,,,
B00413,2025-11,,,,
B00413,2025-10,0,1,0,1
B00413,2025-09,0,1,0,1
B00413,2025-08,0,1,1,1
B00413,2025-07,0,1,0,1
B00413,2025-06,0,1,0,1
B00413,2025-05,0,1,0,1
B00413,2025-04,0,1,0,1
B00413,2025-03,0,1,0,1
B00413,2025-02,0,1,0,1
B00413,2025-01,0,1,0,1
B00413,2024-12,0,1,0,1
B00413,2024-11,0,1,0,1
B00413,2024-10,0,1,0,1
B00413,2024-09,0,1,0,1
B00413,2024-08,0,1,0,1
B00413,2024-07,0,1,0,1
B00413,2024-06,0,1,0,1
B00413,2024-05,0,1,1,1
B00413,2024-04,0,1,0,1
B00413,2024-03,0,1,0,1
B00413,2024-02,0,1,0,1
B00413,2024-01,0,1,0,1
B00427,2025-12,,,,
B00427,2025-11,,,,
B00427,2025-10,0,1,0,1
B00427,2025-09,0,1,0,1
B00427,2025-08,0,1,0,1
B00427,2025-07,0,1,0,1
B00427,2025-06,0,1,0,1
B00427,2025-05,0,1,0,1
B00427,2025-04,0,1,0,1
B00427,2025-03,0,1,0,1
B00427,2025-02,0,1,1,1
B00427,2025-01,0,1,0,1
B00427,2024-12,0,1,0,1
B00427,2024-11,0,1,1,1
B00427,2024-10,0,1,0,1
B00427,2024-09,0,1,0,1
B00427,2024-08,0,1,0,1
B00427,2024-07,0,1,0,1
B00427,2024-06,0,1,1,1
B00427,2024-05,0,1,0,1
B00427,2024-04,0,1,1,1
B00427,2024-03,0,1,0,1
B00427,2024-02,0,1,1,1
B00427,2024-01,0,1,0,0
B00478,2025-12,,,,
B00478,2025-11,,,,
B00478,2025-10,0,1,0,1
B00478,2025-09,0,1,0,1
B00478,2025-08,0,1,1,1
B00478,2025-07,0,1,0,1
B00478,2025-06,0,1,0,1
B00478,2025-05,0,1,0,1
B00478,2025-04,0,0,0,0
B00478,2025-03,0,1,0,1
B00478,2025-02,0,1,1,1
B00478,2025-01,0,1,0,1
B00478,2024-12,0,1,0,1
B00478,2024-11,0,1,0,1
B00478,2024-10,0,1,0,1
B00478,2024-09,0,1,0,1
B00478,2024-08,0,1,0,1
B00478,2024-07,0,1,0,1
B00478,2024-06,0,1,0,1
B00478,2024-05,0,1,0,1
B00478,2024-04,0,1,0,1
B00478,2024-03,0,1,0,1
B00478,2024-02,0,1,0,1
B00478,2024-01,1,1,0,1
B00480,2025-12,,,,
B00480,2025-11,,,,
B00480,2025-10,0,1,0,1
B00480,2025-09,0,1,0,1
B00480,2025-08,0,1,0,1
B00480,2025-07,0,1,0,1
B00480,2025-06,0,1,0,1
B00480,2025-05,0,1,0,1
B00480,2025-04,0,1,0,1
B00480,2025-03,0,1,0,1
B00480,2025-02,0,1,0,1
B00480,2025-01,0,1,0,1
B00480,2024-12,0,1,0,1
B00480,2024-11,0,1,0,1
B00480,2024-10,0,1,0,1
B00480,2024-09,0,1,0,1
B00480,2024-08,0,1,0,1
B00480,2024-07,0,1,0,1
B00480,2024-06,0,1,0,1
B00480,2024-05,0,1,0,1
B00480,2024-04,0,1,0,1
B00480,2024-03,0,1,0,1
B00480,2024-02,0,1,0,1
B00480,2024-01,0,1,0,0
B00492,2025-12,,,,
B00492,2025-11,,,,
B00492,2025-10,0,1,0,1
B00492,2025-09,0,1,1,1
B00492,2025-08,0,1,0,1
B00492,2025-07,0,1,0,1
B00492,2025-06,0,1,1,1
B00492,2025-05,0,1,0,1
B00492,2025-04,0,1,0,1
B00492,2025-03,0,1,0,1
B00492,2025-02,0,1,0,1
B00492,2025-01,0,1,0,1
B00492,2024-12,0,1,0,1
B00492,2024-11,0,1,0,1
B00492,2024-10,0,1,0,1
B00492,2024-09,0,1,0,1
B00492,2024-08,0,1,0,1
B00492,2024-07,0,1,1,1
B00492,2024-06,0,1,0,1
B00492,2024-05,0,1,0,1
B00492,2024-04,0,1,0,1
B00492,2024-03,0,1,0,1
B00492,2024-02,0,1,0,1
B00492,2024-01,0,1,0,1
B00501,2025-12,,,,
B00501,2025-11,,,,
B00501,2025-10,0,1,0,1
B00501,2025-09,0,1,1,1
B00501,2025-08,0,1,0,1
B00501,2025-07,0,1,0,1
B00501,2025-06,0,1,0,1
B00501,2025-05,0,1,0,1
B00501,2025-04,0,1,0,1
B00501,2025-03,0,1,0,1
B00501,2025-02,0,1,1,1
B00501,2025-01,0,1,1,1
B00501,2024-12,0,1,0,1
B00501,2024-11,0,1,0,1
B00501,2024-10,0,1,0,1
B00501,2024-09,0,1,0,1
B00501,2024-08,0,1,0,1
B00501,2024-07,0,1,0,1
B00501,2024-06,0,1,0,1
B00501,2024-05,0,1,1,1
B00501,2024-04,0,1,0,1
B00501,2024-03,0,1,0,1
B00501,2024-02,0,1,0,1
B00501,2024-01,0,1,0,0
B00525,2025-12,,,,
B00525,2025-11,,,,
B00525,2025-10,0,1,0,1
B00525,2025-09,0,1,1,1
B00525,2025-08,0,1,0,1
B00525,2025-07,0,1,0,1
B00525,2025-06,0,1,0,1
B00525,2025-05,0,1,0,1
B00525,2025-04,0,1,0,1
B00525,2025-03,0,1,0,1
B00525,2025-02,0,1,0,1
B00525,2025-01,0,1,0,1
B00525,2024-12,0,1,0,1
B00525,2024-11,0,1,0,1
B00525,2024-10,0,1,0,1
B00525,2024-09,0,1,0,1
B00525,2024-08,0,1,0,1
B00525,2024-07,0,1,0,1
B00525,2024-06,0,1,0,1
B00525,2024-05,0,1,0,1
B00525,2024-04,0,1,0,1
B00525,2024-03,0,1,0,1
B00525,2024-02,0,1,0,1
B00525,2024-01,0,1,0,1
B00563,2025-12,,,,
B00563,2025-11,,,,
B00563,2025-10,0,1,0,1
B00563,2025-09,0,1,0,1
B00563,2025-08,0,1,0,1
B00563,2025-07,0,1,0,1
B00563,2025-06,0,1,0,1
B00563,2025-05,0,1,0,1
B00563,2025-04,0,1,0,1
B00563,2025-03,0,1,1,1
B00563,2025-02,0,1,0,1
B00563,2025-01,0,1,0,1
B00563,2024-12,0,1,0,1
B00563,2024-11,0,1,0,1
B00563,2024-10,0,1,0,1
B00563,2024-09,0,1,1,1
