repayment_id,loan_id,business_id,payment_month,scheduled_amount,actual_payment,days_past_due,payment_status,principal_remaining,auto_debit_success_flag,payment_channel
RP0037025,L000199,B01433,2024-06,4949.11,4862.0,20,late_1_29,50009.61,0,auto_debit
RP0036012,L000199,B01433,2024-07,4949.11,2495.57,0,on_time,45060.5,1,ACH
RP0034876,L000199,B01433,2024-08,4949.11,580.91,10,late_1_29,40111.39,1,ACH
RP0033644,L000199,B01433,2024-09,4949.11,4997.25,0,on_time,35162.29,1,ACH
RP0032317,L000199,B01433,2024-10,4949.11,4922.6,0,on_time,30213.18,1,ACH
RP0030920,L000199,B01433,2024-11,4949.11,5044.03,2,on_time,25264.07,0,auto_debit
RP0029452,L000199,B01433,2024-12,4949.11,5032.84,30,late_30_59,20314.97,1,auto_debit
RP0028699,L000199,B01433,2025-01,4949.11,4940.85,0,on_time,15365.86,0,auto_debit
RP0027936,L000199,B01433,2025-02,4949.11,4991.33,0,on_time,10416.75,1,wire
RP0027163,L000199,B01433,2025-03,4949.11,4971.69,2,on_time,5467.65,1,auto_debit
RP0032434,L000224,B00167,2024-01,4267.3,4197.35,0,on_time,67977.34,1,ACH
RP0031040,L000224,B00167,2024-02,4267.3,4342.07,0,on_time,63710.05,0,ACH
RP0029576,L000224,B00167,2024-03,4267.3,4349.6,20,late_1_29,59442.75,1,auto_debit
RP0028060,L000224,B00167,2024-04,4267.3,4367.23,2,on_time,55175.45,1,auto_debit
RP0026453,L000224,B00167,2024-05,4267.3,4267.88,30,late_30_59,50908.16,1,auto_debit
RP0024695,L000224,B00167,2024-06,4267.3,4393.38,0,on_time,46640.86,1,wire
RP0022847,L000224,B00167,2024-07,4267.3,4280.6,0,on_time,42373.56,1,auto_debit
RP0020848,L000224,B00167,2024-08,4267.3,4240.17,0,on_time,38106.27,1,auto_debit
RP0030411,L000242,B00375,2024-01,72433.7,71188.18,0,on_time,1127566.3,1,wire
RP0028923,L000242,B00375,2024-02,72433.7,32905.94,0,on_time,1055132.6,0,ACH
RP0027396,L000242,B00375,2024-03,72433.7,74436.86,0,on_time,982698.9,1,ACH
RP0025709,L000242,B00375,2024-04,72433.7,74369.66,0,on_time,910265.2,1,auto_debit
RP0023915,L000242,B00375,2024-05,72433.7,72507.13,0,on_time,837831.51,0,ACH
RP0022006,L000242,B00375,2024-06,72433.7,72604.38,0,on_time,765397.81,1,auto_debit
RP0019936,L000242,B00375,2024-07,72433.7,72180.67,0,on_time,692964.11,1,wire
RP0017728,L000242,B00375,2024-08,72433.7,73973.46,2,on_time,620530.41,0,auto_debit
RP0015388,L000242,B00375,2024-09,72433.7,73212.86,0,on_time,548096.71,1,auto_debit
RP0012934,L000242,B00375,2024-10,72433.7,73183.73,0,on_time,475663.01,1,ACH
RP0010449,L000242,B00375,2024-11,72433.7,12050.96,0,on_time,403229.31,1,auto_debit
RP0007940,L000242,B00375,2024-12,72433.7,73112.77,0,on_time,330795.61,1,ACH
RP0005412,L000242,B00375,2025-01,72433.7,71885.62,0,on_time,258361.91,1,ACH
RP0004141,L000242,B00375,2025-02,72433.7,73904.16,2,on_time,185928.22,1,auto_debit
RP0002869,L000242,B00375,2025-03,72433.7,71652.87,0,on_time,113494.52,1,auto_debit
RP0001596,L000242,B00375,2025-04,72433.7,72440.62,0,on_time,41060.82,1,auto_debit
RP0000321,L000242,B00375,2025-05,72433.7,73413.88,0,on_time,0.0,0,auto_debit
RP0046384,L000252,B01160,2024-01,9978.96,10125.39,0,on_time,152814.27,1,auto_debit
RP0046269,L000252,B01160,2024-02,9978.96,7050.35,0,on_time,142835.3,1,auto_debit
RP0046140,L000252,B01160,2024-03,9978.96,9818.67,2,on_time,132856.34,1,auto_debit
RP0045969,L000252,B01160,2024-04,9978.96,2589.05,0,on_time,122877.37,1,auto_debit
RP0045751,L000252,B01160,2024-05,9978.96,9882.51,0,on_time,112898.41,1,ACH
RP0045458,L000252,B01160,2024-06,9978.96,10100.22,0,on_time,102919.45,0,auto_debit
RP0044986,L000252,B01160,2024-07,9978.96,10076.59,0,on_time,92940.48,0,ACH
RP0045721,L000253,B00424,2024-07,16219.19,16665.84,0,on_time,165993.04,0,auto_debit
RP0045501,L000253,B00424,2024-08,16219.19,16569.69,0,on_time,149773.86,1,ACH
RP0045243,L000253,B00424,2024-09,16219.19,15948.1,0,on_time,133554.67,1,auto_debit
RP0044929,L000253,B00424,2024-10,16219.19,16027.7,0,on_time,117335.49,1,auto_debit
RP0044563,L000253,B00424,2024-11,16219.19,16286.3,0,on_time,101116.3,1,auto_debit
RP0044149,L000253,B00424,2024-12,16219.19,16452.41,0,on_time,84897.12,0,auto_debit
RP0043663,L000253,B00424,2025-01,16219.19,16140.42,10,late_1_29,68677.93,1,auto_debit
RP0043088,L000253,B00424,2025-02,16219.19,16533.95,0,on_time,52458.75,1,auto_debit
RP0042419,L000253,B00424,2025-03,16219.19,16371.21,0,on_time,36239.56,1,auto_debit
RP0041647,L000253,B00424,2025-04,16219.19,15913.67,0,on_time,20020.38,1,ACH
RP0040744,L000253,B00424,2025-05,16219.19,16666.41,20,late_1_29,3801.19,1,wire
RP0039714,L000253,B00424,2025-06,16219.19,16651.11,10,late_1_29,0.0,1,auto_debit
RP0038527,L000253,B00424,2025-07,16219.19,15939.51,0,on_time,0.0,1,ACH
RP0031239,L000265,B00612,2024-01,3554.77,3650.78,0,on_time,54172.87,1,auto_debit
RP0030519,L000265,B00612,2024-02,3554.77,3186.97,0,on_time,50618.1,1,branch
RP0029033,L000265,B00612,2024-03,3554.77,3568.64,2,on_time,47063.33,1,ACH
RP0027511,L000265,B00612,2024-04,3554.77,3554.54,10,late_1_29,43508.56,1,auto_debit
RP0025844,L000265,B00612,2024-05,3554.77,3612.12,2,on_time,39953.79,1,auto_debit
RP0024055,L000265,B00612,2024-06,3554.77,3654.67,0,on_time,36399.02,1,wire
RP0022157,L000265,B00612,2024-07,3554.77,3594.55,0,on_time,32844.25,1,auto_debit
RP0020103,L000265,B00612,2024-08,3554.77,3598.4,0,on_time,29289.48,0,auto_debit
RP0017904,L000265,B00612,2024-09,3554.77,1964.08,0,on_time,25734.71,1,auto_debit
RP0015580,L000265,B00612,2024-10,3554.77,3628.12,10,late_1_29,22179.93,0,ACH
RP0013131,L000265,B00612,2024-11,3554.77,3081.6,0,on_time,18625.16,1,auto_debit
RP0010650,L000265,B00612,2024-12,3554.77,3587.04,20,late_1_29,15070.39,0,ACH
RP0008141,L000265,B00612,2025-01,3554.77,3493.6,2,on_time,11515.62,0,ACH
RP0005616,L000265,B00612,2025-02,3554.77,3659.86,0,on_time,7960.85,1,auto_debit
RP0003074,L000265,B00612,2025-03,3554.77,3582.19,20,late_1_29,4406.08,1,auto_debit
RP0001801,L000265,B00612,2025-04,3554.77,3641.93,10,late_1_29,851.31,1,wire
RP0000526,L000265,B00612,2025-05,3554.77,3593.23,10,late_1_29,0.0,1,auto_debit
RP0034485,L000293,B00444,2024-01,5625.03,92.07,0,on_time,118609.58,1,auto_debit
RP0033862,L000293,B00444,2024-02,5625.03,5671.92,2,on_time,112984.55,1,auto_debit
RP0033218,L000293,B00444,2024-03,5625.03,5764.97,0,on_time,107359.52,0,auto_debit
RP0032551,L000293,B00444,2024-04,5625.03,5704.32,0,on_time,101734.49,1,ACH
RP0031865,L000293,B00444,2024-05,5625.03,5559.99,0,on_time,96109.46,1,wire
RP0031164,L000293,B00444,2024-06,5625.03,5681.1,0,on_time,90484.43,1,auto_debit
RP0030442,L000293,B00444,2024-07,5625.03,5602.04,0,on_time,84859.4,1,ACH
RP0029705,L000293,B00444,2024-08,5625.03,5761.55,0,on_time,79234.37,1,auto_debit
RP0028954,L000293,B00444,2024-09,5625.03,5592.18,0,on_time,73609.34,0,ACH
RP0028198,L000293,B00444,2024-10,5625.03,5745.9,0,on_time,67984.31,1,auto_debit
RP0027430,L000293,B00444,2024-11,5625.03,5594.74,2,on_time,62359.28,1,auto_debit
RP0026613,L000293,B00444,2024-12,5625.03,5527.88,0,on_time,56734.25,1,auto_debit
RP0025753,L000293,B00444,2025-01,5625.03,5731.54,0,on_time,51109.22,0,ACH
RP0024866,L000293,B00444,2025-02,5625.03,5711.63,30,late_30_59,45484.19,0,ACH
RP0023959,L000293,B00444,2025-03,5625.03,5753.53,0,on_time,39859.16,1,wire
RP0023030,L000293,B00444,2025-04,5625.03,5712.76,0,on_time,34234.13,1,branch
RP0022054,L000293,B00444,2025-05,5625.03,5661.13,0,on_time,28609.1,1,auto_debit
RP0021039,L000293,B00444,2025-06,5625.03,5754.35,0,on_time,22984.08,1,auto_debit
RP0045790,L000304,B00459,2024-01,3008.11,3022.02,0,on_time,45701.54,0,auto_debit
RP0045725,L000304,B00459,2024-02,3008.11,3023.61,0,on_time,42693.43,1,ACH
RP0045584,L000304,B00459,2024-03,3008.11,3041.14,10,late_1_29,39685.32,1,auto_debit
RP0045422,L000304,B00459,2024-04,3008.11,3095.43,0,on_time,36677.2,1,auto_debit
RP0045248,L000304,B00459,2024-05,3008.11,2962.58,20,late_1_29,33669.09,1,auto_debit
RP0045047,L000304,B00459,2024-06,3008.11,3071.32,0,on_time,30660.98,1,auto_debit
RP0044696,L000304,B00459,2024-07,3008.11,3023.97,0,on_time,27652.87,1,auto_debit
RP0046732,L000322,B00976,2024-01,1199.25,1234.89,0,on_time,25167.74,1,ACH
RP0046698,L000322,B00976,2024-02,1199.25,1193.87,0,on_time,23968.48,1,auto_debit
RP0046660,L000322,B00976,2024-03,1199.25,1209.94,0,on_time,22769.23,1,ACH
RP0046617,L000322,B00976,2024-04,1199.25,1197.42,0,on_time,21569.98,1,auto_debit
RP0046572,L000322,B00976,2024-05,1199.25,1204.09,10,late_1_29,20370.72,0,auto_debit
RP0046519,L000322,B00976,2024-06,1199.25,1231.28,2,on_time,19171.47,1,auto_debit
RP0046430,L000322,B00976,2024-07,1199.25,1223.4,2,on_time,17972.22,1,wire
RP0046295,L000322,B00976,2024-08,1199.25,1215.3,0,on_time,16772.96,1,ACH
RP0046135,L000322,B00976,2024-09,1199.25,1230.07,0,on_time,15573.71,1,wire
RP0045915,L000322,B00976,2024-10,1199.25,1177.66,2,on_time,14374.46,1,auto_debit
RP0045527,L000322,B00976,2024-11,1199.25,1219.97,0,on_time,13175.21,1,auto_debit
RP0044967,L000322,B00976,2024-12,1199.25,1200.69,2,on_time,11975.95,1,auto_debit
RP0044196,L000322,B00976,2025-01,1199.25,1197.08,0,on_time,10776.7,1,auto_debit
RP0043153,L000322,B00976,2025-02,1199.25,1201.81,2,on_time,9577.45,1,auto_debit
RP0041735,L000322,B00976,2025-03,1199.25,1229.65,0,on_time,8378.19,1,ACH
RP0039837,L000322,B00976,2025-04,1199.25,1198.56,0,on_time,7178.94,1,auto_debit
RP0037361,L000322,B00976,2025-05,1199.25,1230.79,0,on_time,5979.69,1,ACH
RP0044711,L000428,B00674,2024-04,3334.02,3369.51,20,late_1_29,70020.06,1,ACH
RP0044315,L000428,B00674,2024-05,3334.02,3428.34,0,on_time,66686.03,1,auto_debit
RP0043862,L000428,B00674,2024-06,3334.02,3315.51,2,on_time,63352.01,1,auto_debit
RP0043316,L000428,B00674,2024-07,3334.02,3424.87,0,on_time,60017.99,1,auto_debit
RP0042684,L000428,B00674,2024-08,3334.02,3290.22,0,on_time,56683.96,1,ACH
RP0041953,L000428,B00674,2024-09,3334.02,3401.18,0,on_time,53349.94,1,auto_debit
RP0041097,L000428,B00674,2024-10,3334.02,3381.14,0,on_time,50015.91,1,ACH
RP0040128,L000428,B00674,2024-11,3334.02,3345.17,0,on_time,46681.89,0,auto_debit
RP0039000,L000428,B00674,2024-12,3334.02,3354.23,0,on_time,43347.87,1,wire
RP0037726,L000428,B00674,2025-01,3334.02,3308.93,20,late_1_29,40013.84,0,ACH
RP0036288,L000428,B00674,2025-02,3334.02,3280.52,0,on_time,36679.82,1,auto_debit
RP0035171,L000428,B00674,2025-03,3334.02,3334.25,2,on_time,33345.8,1,auto_debit
RP0033960,L000428,B00674,2025-04,3334.02,3361.57,2,on_time,30011.77,1,ACH
RP0032653,L000428,B00674,2025-05,3334.02,3409.09,0,on_time,26677.75,1,auto_debit
RP0031274,L000428,B00674,2025-06,3334.02,3305.28,0,on_time,23343.73,1,auto_debit
RP0029817,L000428,B00674,2025-07,3334.02,3268.11,0,on_time,20009.7,1,auto_debit
RP0028315,L000428,B00674,2025-08,3334.02,3372.62,2,on_time,16675.68,0,ACH
RP0026739,L000428,B00674,2025-09,3334.02,3381.55,0,on_time,13341.65,1,auto_debit
RP0024999,L000428,B00674,2025-10,3334.02,3325.28,0,on_time,10007.63,1,auto_debit
RP0023169,L000428,B00674,2025-11,3334.02,3317.36,0,on_time,6673.61,1,auto_debit
RP0021192,L000428,B00674,2025-12,3334.02,3366.4,2,on_time,3339.58,1,auto_debit
RP0039654,L000460,B00177,2024-01,4272.2,4384.68,2,on_time,133905.12,1,auto_debit
RP0038876,L000460,B00177,2024-02,4272.2,4198.57,0,on_time,129632.91,1,auto_debit
RP0038032,L000460,B00177,2024-03,4272.2,1475.7,0,on_time,125360.71,1,auto_debit
RP0037121,L000460,B00177,2024-04,4272.2,4321.62,0,on_time,121088.51,1,auto_debit
RP0036120,L000460,B00177,2024-05,4272.2,4368.28,0,on_time,116816.31,0,auto_debit
RP0034986,L000460,B00177,2024-06,4272.2,3380.08,0,on_time,112544.1,1,auto_debit
RP0033758,L000460,B00177,2024-07,4272.2,4197.4,2,on_time,108271.9,0,auto_debit
RP0032440,L000460,B00177,2024-08,4272.2,4230.23,2,on_time,103999.7,1,auto_debit
RP0031046,L000460,B00177,2024-09,4272.2,4396.0,0,on_time,99727.5,1,auto_debit
RP0029582,L000460,B00177,2024-10,4272.2,4329.97,0,on_time,95455.29,0,ACH
RP0028066,L000460,B00177,2024-11,4272.2,4369.84,0,on_time,91183.09,1,wire
RP0026460,L000460,B00177,2024-12,4272.2,4271.51,0,on_time,86910.89,0,ACH
RP0024702,L000460,B00177,2025-01,4272.2,4296.1,0,on_time,82638.68,1,wire
RP0022854,L000460,B00177,2025-02,4272.2,4282.63,0,on_time,78366.48,1,auto_debit
RP0020855,L000460,B00177,2025-03,4272.2,4349.21,2,on_time,74094.28,1,auto_debit
RP0018705,L000460,B00177,2025-04,4272.2,4376.49,0,on_time,69822.08,0,auto_debit
RP0016429,L000460,B00177,2025-05,4272.2,4394.94,0,on_time,65549.87,0,auto_debit
RP0014001,L000460,B00177,2025-06,4272.2,4220.45,0,on_time,61277.67,1,ACH
RP0011530,L000460,B00177,2025-07,4272.2,2628.32,0,on_time,57005.47,1,auto_debit
RP0009030,L000460,B00177,2025-08,4272.2,4187.67,0,on_time,52733.27,1,auto_debit
RP0006507,L000460,B00177,2025-09,4272.2,4259.41,0,on_time,48461.06,1,wire
RP0003969,L000460,B00177,2025-10,4272.2,4248.04,0,on_time,44188.86,1,ACH
RP0001424,L000460,B00177,2025-11,4272.2,4229.23,0,on_time,39916.66,1,ACH
RP0000149,L000460,B00177,2025-12,4272.2,4285.98,0,on_time,35644.45,1,auto_debit
RP0031491,L000492,B01146,2024-06,27888.53,28520.61,0,on_time,295610.61,1,auto_debit
RP0030778,L000492,B01146,2024-07,27888.53,28332.52,0,on_time,267722.08,1,ACH
RP0030048,L000492,B01146,2024-08,27888.53,28597.63,0,on_time,239833.55,1,auto_debit
RP0028552,L000492,B01146,2024-09,27888.53,27482.49,0,on_time,211945.01,0,ACH
RP0027006,L000492,B01146,2024-10,27888.53,28149.17,0,on_time,184056.48,1,auto_debit
RP0025280,L000492,B01146,2024-11,27888.53,28305.54,0,on_time,156167.95,1,auto_debit
RP0023467,L000492,B01146,2024-12,27888.53,27916.82,0,on_time,128279.42,1,auto_debit
RP0021517,L000492,B01146,2025-01,27888.53,28006.6,0,on_time,100390.89,0,auto_debit
RP0019413,L000492,B01146,2025-02,27888.53,27955.17,0,on_time,72502.36,0,auto_debit
RP0017178,L000492,B01146,2025-03,27888.53,27501.04,0,on_time,44613.83,1,auto_debit
RP0014798,L000492,B01146,2025-04,27888.53,10425.7,2,on_time,16725.29,1,auto_debit
