review_id,business_id,review_month,review_type,review_action,internal_watchlist_flag_after_review,review_reason,notes_available_flag
CR0000225,B00232,2025-12,automated,watchlist_add,1,repayment_behavior,1
CR0000226,B00234,2024-03,relationship_manager,limit_decrease,1,cash_flow_change,1
CR0000227,B00234,2024-06,automated,limit_decrease,1,collection_delay,0
CR0000228,B00234,2024-09,relationship_manager,manual_review,1,repayment_behavior,0
CR0000229,B00234,2024-12,automated,limit_decrease,1,repayment_behavior,0
CR0000230,B00234,2025-03,relationship_manager,watchlist_add,1,collection_delay,0
CR0000231,B00234,2025-09,automated,watchlist_add,1,industry_conditions,0
CR0000232,B00234,2025-12,relationship_manager,no_change,0,repayment_behavior,1
CR0000233,B00247,2024-03,risk_team,limit_decrease,1,collection_delay,1
CR0000234,B00247,2024-09,automated,manual_review,1,collection_delay,1
CR0000235,B00247,2024-12,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0000236,B00247,2025-03,automated,manual_review,1,customer_request,1
CR0000237,B00247,2025-06,relationship_manager,manual_review,1,portfolio_review,0
CR0000238,B00247,2025-09,automated,limit_decrease,1,collection_delay,1
CR0000239,B00247,2025-12,automated,limit_decrease,1,repayment_behavior,0
CR0000240,B00258,2024-03,relationship_manager,manual_review,1,collection_delay,1
CR0000241,B00258,2024-06,relationship_manager,no_change,0,cash_flow_change,1
CR0000242,B00258,2024-09,relationship_manager,manual_review,1,cash_flow_change,0
CR0000243,B00258,2024-12,relationship_manager,limit_decrease,1,industry_conditions,0
CR0000244,B00258,2025-06,automated,watchlist_add,1,collection_delay,1
CR0000245,B00258,2025-09,relationship_manager,watchlist_add,1,industry_conditions,0
CR0000246,B00275,2024-06,automated,limit_decrease,1,cash_flow_change,0
CR0000247,B00275,2024-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000248,B00275,2025-03,automated,limit_decrease,1,repayment_behavior,0
CR0000249,B00275,2025-09,automated,limit_decrease,1,collection_delay,0
CR0000250,B00275,2025-12,risk_team,manual_review,1,repayment_behavior,0
CR0000251,B00290,2024-03,relationship_manager,no_change,0,industry_conditions,0
CR0000252,B00290,2024-06,automated,limit_decrease,1,repayment_behavior,1
CR0000253,B00290,2024-09,automated,limit_decrease,1,cash_flow_change,1
CR0000254,B00290,2024-12,automated,manual_review,1,collection_delay,1
CR0000255,B00290,2025-03,risk_team,manual_review,1,collection_delay,0
CR0000256,B00290,2025-12,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000257,B00292,2024-03,automated,watchlist_add,1,repayment_behavior,0
CR0000258,B00292,2024-06,automated,manual_review,1,repayment_behavior,1
CR0000259,B00292,2024-09,relationship_manager,manual_review,1,repayment_behavior,1
CR0000260,B00292,2024-12,automated,limit_decrease,1,repayment_behavior,0
CR0000261,B00292,2025-03,relationship_manager,limit_decrease,1,collection_delay,0
CR0000262,B00292,2025-06,automated,watchlist_add,1,collection_delay,0
CR0000263,B00292,2025-09,automated,watchlist_add,1,repayment_behavior,1
CR0000264,B00292,2025-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000265,B00308,2024-06,relationship_manager,watchlist_add,1,industry_conditions,0
CR0000266,B00308,2024-09,automated,limit_decrease,1,repayment_behavior,0
CR0000267,B00308,2024-12,risk_team,watchlist_add,1,collection_delay,1
CR0000268,B00308,2025-03,relationship_manager,watchlist_add,1,repayment_behavior,1
CR0000269,B00308,2025-06,relationship_manager,manual_review,1,collection_delay,0
CR0000270,B00308,2025-09,automated,watchlist_add,1,repayment_behavior,1
CR0000271,B00308,2025-12,automated,limit_decrease,1,repayment_behavior,1
CR0000272,B00310,2024-03,relationship_manager,no_change,0,repayment_behavior,1
CR0000273,B00310,2024-06,automated,manual_review,1,cash_flow_change,1
CR0000274,B00310,2024-09,automated,watchlist_add,1,collection_delay,1
CR0000275,B00310,2024-12,relationship_manager,limit_decrease,1,industry_conditions,0
CR0000276,B00310,2025-03,automated,watchlist_add,1,collection_delay,1
CR0000277,B00310,2025-06,relationship_manager,manual_review,1,collection_delay,1
CR0000278,B00310,2025-12,risk_team,watchlist_add,1,collection_delay,0
CR0000279,B00325,2024-03,automated,limit_decrease,1,customer_request,0
CR0000280,B00325,2024-09,automated,manual_review,1,collection_delay,1
CR0000281,B00325,2025-03,automated,no_change,0,industry_conditions,1
CR0000282,B00325,2025-06,automated,limit_decrease,1,collection_delay,0
CR0000283,B00325,2025-09,relationship_manager,manual_review,1,collection_delay,1
CR0000284,B00325,2025-12,automated,manual_review,1,cash_flow_change,0
CR0000285,B00359,2024-03,automated,watchlist_add,1,collection_delay,0
CR0000286,B00359,2024-06,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000287,B00359,2024-09,relationship_manager,watchlist_add,1,cash_flow_change,1
CR0000288,B00359,2025-03,relationship_manager,manual_review,1,repayment_behavior,1
CR0000289,B00359,2025-06,automated,watchlist_add,1,cash_flow_change,0
CR0000290,B00359,2025-09,automated,manual_review,1,collection_delay,1
CR0000291,B00359,2025-12,automated,limit_decrease,1,collection_delay,0
CR0000292,B00366,2024-03,automated,watchlist_add,1,cash_flow_change,0
CR0000293,B00366,2024-06,automated,manual_review,1,repayment_behavior,1
CR0000294,B00366,2024-09,automated,manual_review,1,cash_flow_change,0
CR0000295,B00366,2025-03,automated,watchlist_add,1,repayment_behavior,0
CR0000296,B00366,2025-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000297,B00366,2025-12,automated,watchlist_add,1,cash_flow_change,0
CR0000298,B00369,2024-03,relationship_manager,watchlist_add,1,repayment_behavior,1
CR0000299,B00369,2024-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000300,B00369,2024-09,automated,limit_decrease,1,repayment_behavior,0
CR0000301,B00369,2024-12,automated,watchlist_add,1,repayment_behavior,0
CR0000302,B00369,2025-03,automated,watchlist_add,1,repayment_behavior,1
CR0000303,B00369,2025-06,automated,manual_review,1,repayment_behavior,1
CR0000304,B00369,2025-12,automated,limit_decrease,1,collection_delay,0
CR0000305,B00402,2024-03,automated,limit_decrease,1,repayment_behavior,0
CR0000306,B00402,2024-06,relationship_manager,manual_review,1,repayment_behavior,1
CR0000307,B00402,2024-12,relationship_manager,manual_review,1,cash_flow_change,0
CR0000308,B00402,2025-03,relationship_manager,no_change,0,repayment_behavior,0
CR0000309,B00402,2025-09,risk_team,limit_decrease,1,repayment_behavior,0
CR0000310,B00432,2024-03,risk_team,limit_decrease,1,cash_flow_change,0
CR0000311,B00432,2024-06,automated,limit_decrease,1,cash_flow_change,1
CR0000312,B00432,2024-12,automated,limit_decrease,1,repayment_behavior,1
CR0000313,B00432,2025-03,automated,watchlist_add,1,cash_flow_change,1
CR0000314,B00432,2025-06,risk_team,no_change,0,cash_flow_change,1
CR0000315,B00432,2025-09,relationship_manager,limit_decrease,1,cash_flow_change,1
CR0000316,B00432,2025-12,automated,watchlist_add,1,cash_flow_change,0
CR0000317,B00445,2024-03,automated,watchlist_remove,0,repayment_behavior,0
CR0000318,B00445,2024-06,automated,limit_decrease,1,repayment_behavior,0
CR0000319,B00445,2024-09,risk_team,watchlist_add,1,industry_conditions,0
CR0000320,B00445,2024-12,automated,limit_decrease,1,cash_flow_change,0
CR0000321,B00445,2025-03,risk_team,manual_review,1,repayment_behavior,1
CR0000322,B00445,2025-06,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000323,B00445,2025-12,automated,limit_decrease,1,collection_delay,1
CR0000324,B00448,2024-03,automated,watchlist_add,1,cash_flow_change,0
CR0000325,B00448,2024-06,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000326,B00448,2024-09,relationship_manager,no_change,0,repayment_behavior,0
CR0000327,B00448,2024-12,automated,watchlist_add,1,repayment_behavior,0
CR0000328,B00448,2025-03,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0000329,B00448,2025-06,relationship_manager,limit_decrease,1,cash_flow_change,0
CR0000330,B00448,2025-09,automated,watchlist_add,1,cash_flow_change,0
CR0000331,B00448,2025-12,automated,watchlist_add,1,repayment_behavior,0
CR0000332,B00463,2024-03,risk_team,limit_decrease,1,repayment_behavior,1
CR0000333,B00463,2024-06,automated,watchlist_add,1,repayment_behavior,0
CR0000334,B00463,2024-09,automated,limit_decrease,1,collection_delay,1
CR0000335,B00463,2024-12,automated,manual_review,1,repayment_behavior,0
CR0000336,B00463,2025-03,automated,limit_decrease,1,repayment_behavior,1
CR0000337,B00463,2025-06,relationship_manager,limit_decrease,1,collection_delay,1
CR0000338,B00463,2025-09,automated,manual_review,1,cash_flow_change,0
CR0000339,B00463,2025-12,automated,manual_review,1,repayment_behavior,1
CR0000340,B00472,2024-03,automated,limit_decrease,1,industry_conditions,0
CR0000341,B00472,2024-06,relationship_manager,watchlist_add,1,cash_flow_change,0
CR0000342,B00472,2024-09,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000343,B00472,2024-12,automated,limit_decrease,1,collection_delay,0
CR0000344,B00472,2025-03,automated,manual_review,1,industry_conditions,0
CR0000345,B00472,2025-06,automated,no_change,0,cash_flow_change,0
CR0000346,B00472,2025-09,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000347,B00472,2025-12,automated,watchlist_add,1,repayment_behavior,0
CR0000348,B00499,2024-03,automated,watchlist_add,1,cash_flow_change,1
CR0000349,B00499,2024-06,risk_team,watchlist_add,1,industry_conditions,0
CR0000350,B00499,2024-09,automated,watchlist_add,1,cash_flow_change,0
CR0000351,B00499,2024-12,relationship_manager,watchlist_add,1,repayment_behavior,0
CR0000352,B00506,2024-09,automated,limit_decrease,1,collection_delay,0
CR0000353,B00506,2024-12,automated,watchlist_add,1,collection_delay,1
CR0000354,B00506,2025-03,risk_team,watchlist_add,1,cash_flow_change,0
CR0000355,B00506,2025-06,relationship_manager,limit_decrease,1,repayment_behavior,1
CR0000356,B00506,2025-09,automated,watchlist_add,1,collection_delay,0
CR0000357,B00506,2025-12,relationship_manager,limit_decrease,1,repayment_behavior,0
CR0000358,B00522,2024-03,automated,watchlist_add,1,repayment_behavior,1
CR0000359,B00522,2024-06,risk_team,watchlist_add,1,collection_delay,0
CR0000360,B00522,2024-09,automated,limit_decrease,1,cash_flow_change,0
CR0000361,B00522,2024-12,automated,watchlist_add,1,repayment_behavior,1
CR0000362,B00522,2025-03,relationship_manager,manual_review,1,repayment_behavior,1
CR0000363,B00522,2025-06,automated,limit_decrease,1,repayment_behavior,1
CR0000364,B00522,2025-12,automated,limit_decrease,1,industry_conditions,0
CR0000365,B00528,2024-03,automated,limit_decrease,1,portfolio_review,1
CR0000366,B00528,2024-06,automated,manual_review,1,portfolio_review,0
CR0000367,B00528,2024-09,automated,limit_decrease,1,repayment_behavior,1
CR0000368,B00528,2024-12,automated,manual_review,1,cash_flow_change,0
CR0000369,B00528,2025-03,automated,manual_review,1,collection_delay,0
